# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1415214369;sdb;586.33;7804.67;263586.40;462.86;8.82;15.04;0.18;10.64
axle;60;1415214369;sda;161.03;31926.67;40.67;198.51;1.07;6.68;1.51;24.38
axle;60;1415214429;sdb;553.70;8015.60;230095.87;430.04;6.28;11.35;0.20;10.91
axle;60;1415214429;sda;11.62;2612.80;19.07;226.56;0.01;1.18;0.84;0.97
axle;60;1415214489;sdb;525.27;8482.27;200841.33;398.51;7.24;13.70;0.17;9.10
axle;60;1415214489;sda;0.92;0.00;15.47;16.87;0.00;0.07;0.07;0.01
axle;60;1415214549;sdb;387.42;8396.80;138520.93;379.22;4.56;11.89;0.17;6.44
axle;60;1415214549;sda;1.17;0.00;17.47;14.97;0.00;0.51;0.11;0.01
axle;60;1415214609;sdb;324.65;8486.40;103889.73;346.15;1.47;4.55;0.11;3.48
axle;60;1415214609;sda;1.25;0.00;21.20;16.96;0.00;0.00;0.00;0.00
axle;60;1415214669;sdb;410.80;8093.87;183123.60;465.48;7.66;18.65;0.21;8.80
axle;60;1415214669;sda;8.07;0.00;482.53;59.82;0.00;0.21;0.20;0.16
axle;60;1415214729;sdb;541.07;8226.27;231062.40;442.25;12.19;22.54;0.22;11.99
axle;60;1415214729;sda;10.87;0.00;772.27;71.07;0.00;0.33;0.27;0.29
axle;60;1415214789;sdb;201.02;8806.40;30096.53;193.53;0.29;1.47;0.07;1.47
axle;60;1415214789;sda;3.88;8.27;87.33;24.62;0.01;1.61;0.65;0.25
axle;60;1415214849;sdb;268.85;7982.93;82351.20;336.00;2.68;9.99;0.13;3.47
axle;60;1415214849;sda;203.28;0.00;7199.60;35.42;0.55;2.72;0.22;4.51
axle;60;1415214909;sdb;392.20;8132.27;146895.73;395.28;5.05;12.88;0.19;7.57
axle;60;1415214909;sda;9.60;1.07;317.07;33.14;0.07;7.76;1.38;1.32
axle;60;1415214969;sdb;293.47;8344.93;91637.07;340.69;3.39;11.55;0.18;5.18
axle;60;1415214969;sda;1.65;0.00;25.07;15.19;0.00;0.04;0.04;0.01
axle;60;1415215029;sdb;202.37;8188.00;39250.00;234.42;0.11;0.57;0.10;1.97
axle;60;1415215029;sda;0.95;0.00;17.47;18.39;0.00;0.00;0.00;0.00
axle;60;1415215089;sdb;245.17;8998.40;63162.27;294.33;1.99;8.13;0.14;3.33
axle;60;1415215089;sda;1.25;0.00;20.27;16.21;0.00;0.00;0.00;0.00
axle;60;1415215149;sdb;310.72;8354.13;99713.33;347.80;4.54;14.61;0.17;5.17
axle;60;1415215149;sda;2.03;0.00;50.40;24.79;0.00;1.05;0.62;0.13
