# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1415214369;19865.67;131813.53;42336.43;0.03;153780.67;140.78;0.00;139.93;99.40
axle;60;1415214429;5314.20;115057.47;68816.98;0.00;39728.75;0.00;173.87;173.87;100.00
axle;60;1415214489;4245.40;100955.73;14379.33;0.00;17774.67;0.00;0.00;0.00;0.00
axle;60;1415214549;4194.13;68741.87;6379.72;0.00;15338.08;0.00;0.00;0.00;0.00
axle;60;1415214609;4243.20;51955.47;6685.52;0.00;15170.30;0.00;0.00;0.00;0.00
axle;60;1415214669;4046.93;91803.07;10917.68;0.00;7352.03;0.00;354.72;293.95;82.87
axle;60;1415214729;4113.13;115917.33;9058.47;0.00;15703.55;0.00;592.00;490.32;82.82
axle;60;1415214789;4407.33;15091.93;1650.85;0.22;6806.87;1115.25;3.62;1107.62;98.99
axle;60;1415214849;3991.47;44775.40;60269.40;0.00;64738.78;28819.30;7712.27;35269.92;96.55
axle;60;1415214909;4066.67;73606.40;22543.25;0.08;35309.98;16768.12;86.98;16811.42;99.74
axle;60;1415214969;4172.47;45831.07;13148.57;0.00;24830.87;0.00;21.87;21.87;100.00
axle;60;1415215029;4094.00;19633.73;13005.63;0.00;4659.40;0.00;38.93;38.93;100.00
axle;60;1415215089;4499.20;31591.27;13640.17;0.00;5116.38;0.00;0.00;0.00;0.00
axle;60;1415215149;4177.07;49881.87;7671.17;0.00;39638.37;1809.93;0.00;1804.92;99.72
