# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1415215234;sdb;190.75;8815.20;34334.40;226.21;0.09;0.46;0.06;1.09
axle;60;1415215234;sda;3.05;2.00;349.33;115.19;0.00;0.09;0.09;0.03
axle;60;1415215294;sdb;604.53;8866.13;14583.33;38.79;1.42;2.36;0.04;2.36
axle;60;1415215294;sda;3.23;0.00;369.33;114.23;0.00;1.28;0.43;0.14
axle;60;1415215354;sdb;1238.45;8883.20;25917.60;28.10;2.97;2.40;0.03;3.31
axle;60;1415215354;sda;4.43;0.00;198.40;44.75;0.00;0.23;0.21;0.09
axle;60;1415215414;sdb;186.35;8721.07;9057.47;95.40;0.06;0.30;0.05;0.87
axle;60;1415215414;sda;11.35;0.00;414.67;36.53;0.02;1.32;0.37;0.42
axle;60;1415215474;sdb;169.60;8123.87;37731.33;270.37;0.59;3.46;0.10;1.75
axle;60;1415215474;sda;7.05;0.00;376.53;53.41;0.01;0.94;0.53;0.37
axle;60;1415215534;sdb;173.35;8686.93;17519.07;151.17;0.23;1.35;0.07;1.19
axle;60;1415215534;sda;11.62;0.13;519.87;44.76;0.01;0.48;0.21;0.25
axle;60;1415215594;sdb;143.23;8772.27;6567.33;107.10;0.08;0.56;0.04;0.56
axle;60;1415215594;sda;1.73;0.00;26.40;15.23;0.00;0.00;0.00;0.00
axle;60;1415215654;sdb;140.65;8686.93;6369.20;107.05;0.04;0.31;0.05;0.65
axle;60;1415215654;sda;3.07;0.00;126.53;41.26;0.00;0.15;0.15;0.05
axle;60;1415215714;sdb;143.78;8776.13;6550.13;106.59;0.06;0.44;0.05;0.69
axle;60;1415215714;sda;6.70;0.00;323.47;48.28;0.00;0.47;0.23;0.15
axle;60;1415215774;sdb;145.75;8878.93;6694.80;106.85;0.04;0.29;0.05;0.69
axle;60;1415215774;sda;1.67;0.00;27.33;16.40;0.00;0.00;0.00;0.00
axle;60;1415215834;sdb;138.12;8537.60;6348.00;107.78;0.03;0.25;0.04;0.61
axle;60;1415215834;sda;0.98;0.13;19.07;19.53;0.00;0.14;0.14;0.01
axle;60;1415215894;sdb;139.43;9096.53;6301.07;110.43;0.04;0.25;0.05;0.74
axle;60;1415215894;sda;1.98;0.00;53.33;26.89;0.00;0.07;0.07;0.01
axle;60;1415215954;sdb;131.03;8857.60;6480.00;117.05;0.04;0.27;0.06;0.84
axle;60;1415215954;sda;6.33;0.00;302.80;47.81;0.00;0.26;0.19;0.12
